Fecha-Hora,Cantidad de Likes,Cantidad de retweets,Veces citado,Tweet,url,Candidato,Espacio
2023-05-27 12:04:37+00:00,81,23,2,"SABEMOS HACERLO 💪🏻

#ESPERT2023
#LALIBERTADESESPERT https://t.co/psNhsLzFc1",https://twitter.com/jlespert/status/1662474895383470082,Espert,LLA
2023-05-26 20:20:15+00:00,396,57,7,"Sustituir importaciones es, también, sustituir exportaciones. O sea que sustituir importaciones, reduce nuestro comercio con el mundo, el crecimiento del empleo y los salarios de los trabajadores. Se sabe que es así desde hace 87 años (1936) gracias a la ""Simetría de Lerner"". Pero nosotros a la ciencia y a la realidad solo le damos bola si se ajusta al RELATO. Así nos va.",https://twitter.com/jlespert/status/1662237239558979586,Espert,LLA
2023-05-26 19:54:40+00:00,13,1,0,"Comparto mi participación de hoy en #HolaChiche con Chiche Gelblung por @RadioDelPlata

🎙️Nota Completa⤵️
https://t.co/382zjFQGvc",https://twitter.com/jlespert/status/1662230802287980544,Espert,LLA
2023-05-26 19:54:39+00:00,178,52,2,Cristina nos robó lo que habíamos ahorrado en las AFJP. https://t.co/ET8f20P8p6,https://twitter.com/jlespert/status/1662230797728772099,Espert,LLA
2023-05-26 18:04:12+00:00,362,80,2,El kirchnerismo es una plaga que nos lleva a la miseria absoluta #KirchnerismoNuncaMas,https://twitter.com/jlespert/status/1662203003057602564,Espert,LLA
2023-05-26 16:58:22+00:00,188,36,1,"Obvio, hay que seguir choreando, no?. El pueblo? la gente? que se siga cagando de hambre.",https://twitter.com/jlespert/status/1662186432205602820,Espert,LLA
2023-05-26 14:41:40+00:00,8,1,0,"Comparto mi participación de hoy en #HoyPorHoy con @jcdelmissier por @RadioMitreStaFe

🎙️Nota Completa ⤵️
https://t.co/Bdq4ZrDH0k",https://twitter.com/jlespert/status/1662152033174953985,Espert,LLA
2023-05-26 14:34:56+00:00,110,25,1,"El kirchnerismo tiene como proyecto perseguir el hambre, la miseria y la marginalidad en la Argentina, para que todos terminemos viviendo de un plan social.
Espero que la gente se despierte.
#KirchnerismoNuncaMás https://t.co/dHyq0aXmtr",https://twitter.com/jlespert/status/1662150337937932302,Espert,LLA
2023-05-26 09:35:33+00:00,258,38,2,"Contra esos subversivos, es estado de sitio en la zona y luego con la gendarmería es cárcel o bala.",https://twitter.com/jlespert/status/1662074993897865218,Espert,LLA
2023-05-26 09:12:56+00:00,243,36,7,"ACOMPAÑAME A LOGRAR EL PAÍS QUE NOS MERECEMOS 💪🏻 

SUMATE ⬇️
https://t.co/2F9DjFbDTp",https://twitter.com/jlespert/status/1662069301983993856,Espert,LLA
2023-05-25 19:28:24+00:00,921,141,9,"La victimaria de un pueblo hambreado, haciéndose la víctima. Más falso, no se consigue.",https://twitter.com/jlespert/status/1661861804341882881,Espert,LLA
2023-05-25 19:20:25+00:00,365,59,3,"Es cierto, pero no es ningún demérito. EEUU es dependiente de su capacidad de invención en tecnología, China de su enorme ejército de mano de obra por tener una población gigante. Lo que hay que hacer es USAR inteligentemente esa dependencia en vez de combatirla con el veneno de la sustitución de importaciones como acá.",https://twitter.com/jlespert/status/1661859796004265984,Espert,LLA
2023-05-25 16:18:01+00:00,1837,269,41,Que ignorante supina que es Cristina en economía. Que manera de decir estupideces.,https://twitter.com/jlespert/status/1661813891767173122,Espert,LLA
2023-05-25 16:17:03+00:00,12,1,0,"Comparto mi participación de hoy en #MMD con @maximmontenegro por @A24COM

🔴 Nota Completa
https://t.co/bCuleIfZi7",https://twitter.com/jlespert/status/1661813649764220955,Espert,LLA
2023-05-25 16:04:33+00:00,3092,438,27,"Cristina dice que hay que desenganchar la economía argentina de los precios internacionales de nuestros commodities y para ello se necesita de una ""articulación entre lo público y lo privado"". Eso es lo que el kirchnerismo hace desde 2003 y no paramos de romper récords de inflación y pobreza. Boludeces...como acaba de decir ella.",https://twitter.com/jlespert/status/1661810502610157598,Espert,LLA
2023-05-25 15:56:25+00:00,463,82,3,"El kirchnerismo ha degenerado y desvirtuado todo. Hasta la celebración del 25 de Mayo de todos los argentinos, convirtiéndolo en un acto partidario, de mitín de cuarta. https://t.co/XlHlpOGDi7",https://twitter.com/jlespert/status/1661808456012103714,Espert,LLA
2023-05-25 13:48:42+00:00,312,60,5,"📝 Les comparto link de la nota ⤵️
https://t.co/vLvcpYrqqY",https://twitter.com/jlespert/status/1661776314045542408,Espert,LLA
2023-05-25 10:00:00+00:00,19,3,0,Hoy a las 14:00 hs. estaré con @maximmontenegro en #MMD por @A24COM https://t.co/8OSYWJPB1i,https://twitter.com/jlespert/status/1661718761248890882,Espert,LLA
2023-05-25 09:50:18+00:00,548,39,33,Feliz #25DeMayo para todos 🇦🇷 https://t.co/vneeaEQne3,https://twitter.com/jlespert/status/1661716321581580288,Espert,LLA
2023-05-25 08:21:17+00:00,698,134,8,"Lo peor que le pasó a la Argentina desde la democracia. Comandó una banda de psicópatas chorros cuyo objetivo (casi logrado) fue hacernos pobres y miserables para que dependiéramos de un plan social del Estado y así esclavizarnos, quitándonos toda libertad. LaKras.",https://twitter.com/jlespert/status/1661693919023726594,Espert,LLA
2023-05-24 22:40:14+00:00,26,5,2,Economía y CAMBIO CLIMATICO en la Universidad más ganadora del Nobel de Economía y con seminario coordinado por un Nobel de Economía.,https://twitter.com/jlespert/status/1661547692399394816,Espert,LLA
2023-05-24 22:11:15+00:00,13,1,0,"Comparto mi participación de hoy en #TNCentral con @mariomassaccesi por @todonoticias

🔴 Nota Completa ⤵️
https://t.co/0Pob0KzVAY",https://twitter.com/jlespert/status/1661540398592868355,Espert,LLA
2023-05-24 21:45:50+00:00,112,12,7,"Argentina tiene un gran futuro, ese futuro es liberal y ya comenzó 🇦🇷🪽

#ESPERT2023
#LALIBERTADESESPERT https://t.co/OPnIBVeFCY",https://twitter.com/jlespert/status/1661534002103173121,Espert,LLA
2023-05-24 21:21:23+00:00,459,54,2,Al polícia que pone orden frente a un delincuente hay que bancarlo. https://t.co/mIeNYbjj8N,https://twitter.com/jlespert/status/1661527848526524416,Espert,LLA
2023-05-24 18:44:22+00:00,282,31,56,"Un placer charlar con vos, tu equipo @Maxiferraro @metchecoin y @LuisGreenOK de #AvanzaLibertad Argentina necesita más Constitución, más instituciones, más Estado de Derecho, más Alberdi, más libertad, más competencia, más seguridad...y muchas reformas estructurales más. Hablamos de todo eso y mucho más.",https://twitter.com/jlespert/status/1661488335028666370,Espert,LLA
2023-05-24 16:23:23+00:00,54,12,2,Gracias @marinoclara y @RotaryClubBA por invitarme a presentar “¿Cómo lograr el desarrollo del país que nos merecemos?”🙌🏻 Siempre es un placer visitarlos. https://t.co/4BbHqWFzK7,https://twitter.com/jlespert/status/1661452854987554816,Espert,LLA
2023-05-24 11:44:10+00:00,35,9,0,Hoy a las 19:15 hs. estaré con @mariomassaccesi en #TNCentral por @todonoticias https://t.co/gQkKRgWiWy,https://twitter.com/jlespert/status/1661382585635725312,Espert,LLA
2023-05-24 10:17:33+00:00,9,3,0,"Comparto mi participación de hoy en #Vilouta910 con
@pviloutaoficial por @radiolared

🎙️Nota Completa⤵️
https://t.co/Dy2xISlvYC",https://twitter.com/jlespert/status/1661360790044135424,Espert,LLA
2023-05-24 10:16:59+00:00,294,74,2,"El kirchnerismo nos metió en la locura de que ahora los delincuentes hacen lo que quieren en la calle y nosotros, los inocentes, tras las rejas. Hay que aplicar la ley, al delincuente es CÁRCEL o BALA. https://t.co/ka57r4AshI",https://twitter.com/jlespert/status/1661360645328064512,Espert,LLA
2023-05-24 09:12:59+00:00,42,13,0,Nos vemos hoy en @RotaryClubBA 💪🏻 https://t.co/BzSRTxvuiu,https://twitter.com/jlespert/status/1661344539074781184,Espert,LLA
2023-05-24 00:45:42+00:00,19,3,0,"Comparto mi participación de esta noche en #MásNación con @majulluis y @PRossiOficial por @lanacionmas 

🔴Nota Completa
https://t.co/sLcoj3PX28",https://twitter.com/jlespert/status/1661216880164581376,Espert,LLA
2023-05-23 23:57:34+00:00,141,33,2,La lucha contra la inseguridad es una decisión política. https://t.co/wdUVM1DBhr,https://twitter.com/jlespert/status/1661204766096076800,Espert,LLA
2023-05-23 22:19:01+00:00,561,69,6,"Ya lo dijo el fiscal ""exceso de legítima defensa"". Afuera, libre. Con los delincuentes es cárcel o bala. O sea, aplicar la ley. Bien por el poli.",https://twitter.com/jlespert/status/1661179966548000771,Espert,LLA
2023-05-23 20:14:14+00:00,51,20,1,"“La Argentina Deseada” en Bahía Blanca 🇦🇷💪🏻 #ESPERT2023 #LALIBERTADESESPERT 

@KarinaGarciaOK @rodriguezvaleok @AvanzaLibertad_ @AvanzaBahia @luisrosalesARG @LuisGreenOK @diegohhormazaba @carorastalsky1 https://t.co/5goahXWLGl",https://twitter.com/jlespert/status/1661148562242273280,Espert,LLA
