Fecha-Hora,Cantidad de Likes,Cantidad de retweets,Veces citado,Tweet,Candidato,Espacio,Usr,url
2023-05-29 14:52:54+00:00,818,352,8,"Nos comprometimos a reactivar esta obra tan importante que encontramos paralizada y deteriorada por el abandono.

¡Hoy podemos decir que el Polo Judicial retoma las tareas que lo convertirán en una realidad para los vecinos y vecinas de #Olavarría!

#DERECHOalFUTURO",Kicillof,FdT,Kicillofok,https://twitter.com/Kicillofok/status/1663242022180864000
2023-06-04 16:23:56+00:00,148,30,1,"Julio Argentino Roca, el mejor presidente de la historia argentina. Genio Eduardo Lazzari!!",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665439258356641795
2023-06-04 10:00:00+00:00,41,11,3,Hoy a las 22:30 hs. estaré con @rominamanguel en #OpiniónPública por @canal9oficial https://t.co/t49blLxb1F,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665342638613049344
2023-06-03 19:43:19+00:00,72,21,2,"“La Argentina Deseada” en Tucumán 🇦🇷Felices y agradecidos por la calidez con la que siempre nos reciben. 

Brillante trabajo de @majoboscarino, @Guillermo_godoy, @fedyliber y todo su equipazo. ¡Vamos por más! 💪🏻 https://t.co/6XgV9IOa4i",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665127047054733313
2023-06-03 12:17:46+00:00,16,6,1,"Comparto la entrevista completa de esta mañana con @BonelliOK por @radiomitre 

🎙️Nota Completa ⤵️
https://t.co/eHxMk7CA7Z",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665014922357374979
2023-06-03 12:15:26+00:00,243,53,8,"Mi primer medida de Gobierno será eliminar el 90% de los impuestos nacionales, y solamente dejar 5, para simplificar y aliviar la vida de todos los argentinos.

🎙️@BonelliOK 
📻 @radiomitre https://t.co/u0uI3hO7JJ",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665014336601899008
2023-06-03 12:10:48+00:00,85,18,2,"La Argentina Deseada que todos queremos es una Argentina sin delincuentes, sin narcos, sin pobreza, sin indigencia, con una buena educación, con los chicos que no se quieran ir, con empresas que exporten y no que se nos vayan del país.

📺@elOchoTV https://t.co/D0PC8FCRPz",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1665013168265998337
2023-06-03 10:09:48+00:00,439,65,11,"Por matar a un policía en estas circunstancias, es solo ""bala"". Nada de ""cárcel"".",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664982718961123333
2023-06-03 09:43:50+00:00,512,73,8,Posta conmemorativa imperdible. En la tierra del mejor presidente que tuvo la República Argentina: Julio Argentino Roca 🇦🇷🙌🏻 #Tucumán https://t.co/SIRei6qYW1,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664976182528430080
2023-06-03 09:16:05+00:00,49,16,2,"Encuentro político con @PLTucuman y 
sus referentes nacionales 💪🏻

@DuriniGustavo @RaulEduardoAlbo 
@FacuSierraFucci @LuisGreenOK @diegohhormazaba @AvanzaLibertad_ https://t.co/FxjuuOynaV",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664969199435890689
2023-06-02 19:24:09+00:00,57,13,0,Antes de presentar “La Argentina Deseada” 🙌🏻 nos juntamos con Roberto Sánchez (Candidato a Gobernador de Tucumán por JxC) para compartir visiones de la Argentina que se viene 💪🏻 https://t.co/ru8ayIAvVF,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664759838331531265
2023-06-02 19:13:01+00:00,35,15,0,"Hoy tuvimos el placer de reunirnos con @alfarogerman (Intendente de San Miguel de Tucumán) y @Beatriz_AvilaOK (Senadora de San Miguel de Tucumán), hablando de su rol en la defensa de las instituciones democráticas 🇦🇷 https://t.co/ZidRkXn9Og",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664757035404087297
2023-06-02 18:37:00+00:00,473,56,16,"NECESITAMOS QUE NUESTRO PAÍS FUNCIONE 🇦🇷🙌🏻 La primera medida que pondrá en el centro a la gente, alivianándola de pagar impuestos. 

#ESPERT2023 
#LALIBERTADESESPERT https://t.co/pHwAOjLNu2",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664747970070298624
2023-06-02 11:56:16+00:00,13,4,0,"Comparto mi participación de hoy en el programa #BuenDía con @gabybaigorri y @LeoNoli por @LaGacetaTucuman

🔴 Nota Completa ⤵️
https://t.co/K7aJqFOXHP",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664647123399241728
2023-06-02 11:11:22+00:00,176,46,0,"Este gobierno, o se va ahora, o hace lo que tiene hacer para ayudar a la sociedad a que la pase menos mal de lo que la está pasando.
Esto de sostener un dólar ficticio, tomando deuda y generando una bomba a punto de estallar, es muy perjudicial para todos los argentinos. https://t.co/1ncHAFEBUi",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664635824229449729
2023-06-02 10:21:18+00:00,371,27,5,Feliz Día del Bombero Voluntario a todos los que día a día se arriesgan y ponen todo de sí para ayudar a la comunidad 💪🏻 🚒 https://t.co/9CQYh0vuk7,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664623225794379778
2023-06-02 09:08:04+00:00,50,11,1,"HOLA TUCUMÁN 👋🏻 

HOY a las 19 hs. les presento “La Argentina Deseada” en la Facultad de Derecho y Ciencias Sociales (UNT) - 25 de Mayo 474. ¡Nos vemos! 💪🏻

Entradas sin cargo ⬇️
https://t.co/84lZeK1wCh",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664604794072231936
2023-06-02 08:34:06+00:00,268,46,4,"Impecable la Corte Suprema en el caso Uñac en San Juan diciendo que ""república"", tal como adopta el art 1 de nuestra Constitución como forma de gobierno, es (también) ""renovación de autoridades"", o sea alternancia en el poder.",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664596245615190017
2023-06-01 18:40:24+00:00,17,5,0,"Comparto mi participación de hoy en el programa #MásNoticias con @marialauratv por @lanacionmas

🔴 Nota Completa ⤵️
https://t.co/wezWw7mueq",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664386437951758338
2023-06-01 18:40:02+00:00,180,32,3,"Hay que cambiar la manera de ganar plata en Argentina, con apertura al comercio y compitiendo.
Lo he demostrado en mi tesis doctoral, los sectores que mejores salarios pagan son los que más compiten en el mundo, entonces competir es buena salud.

Mi tesis doctoral ⤵️
https://t.co/4JjBVq6Kl5",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664386347027554304
2023-06-01 13:16:21+00:00,11,3,0,"Comparto mi participación en #PanYCirco con @JonatanViale por @Rivadavia630

🎙️Nota Completa ⤵️
https://t.co/D9S15WyXQM",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664304890305298439
2023-06-01 13:15:02+00:00,8,3,0,"Comparto mi participación en #López910 con @gustavohlopez por @radiolared

🎙️Nota Completa ⤵️
https://t.co/LEyrqZ3Ufi",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664304556543467521
2023-06-01 13:12:58+00:00,8,3,0,"Comparto mi participación en #Actualidad1120 con @fabyorqueda por @Radio21Tucuman

🎙️Nota Completa ⤵️
https://t.co/ns6c7xnKja",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664304037942943744
2023-06-01 13:06:48+00:00,68,15,1,"La aplicación de la ley para el delincuente es cárcel o bala, no es la puerta giratoria. https://t.co/9s4mKwuGKp",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664302487300452359
2023-06-01 12:53:11+00:00,89,18,2,"En 2019 parecía un extraterrestre en los debates presidenciales, planteando reducción del Estado para bajar impuestos, reforma laboral y otras políticas de seguridad. Es fantástico que hoy se hablen de estas cosas de manera abierta. https://t.co/lUXzlbRhUp",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664299057391583235
2023-06-01 12:10:00+00:00,52,23,1,"TUCUMÁN 👋🏻 Mañana a las 19 hs. les presento “La Argentina Deseada” en la Facultad de Derecho y Ciencias Sociales (UNT) - 25 de Mayo 474. ¡Nos vemos!

Entradas sin cargo ⬇️
https://t.co/84lZeK1wCh https://t.co/nQe1IdIhx1",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664288191149375489
2023-06-01 11:45:08+00:00,43,6,0,"Desde Avanza Libertad, hemos torcido el debate hacia un lugar de sentido común cuando en el 2019 inauguramos la etapa de que hay que decir la verdad, aunque cueste votos. https://t.co/jSiROxHzIt",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664281933248081920
2023-06-01 10:34:41+00:00,10,2,0,"Comparto la entrevista de esta mañana con @maurofederico por radio @delta903fm

🎙️ https://t.co/9Ma6qWvgn3",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664264202570067968
2023-06-01 10:32:34+00:00,65,17,1,"Hay que discutir en serio las reformas que Argentina necesita con urgencia y tener huevos para ir en contra de los empresarios prebendarios, todos los que son como Moyano y Baradel, que hacen que seamos un país miserable. https://t.co/oe5uMYENWr",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664263671520919552
2023-06-01 10:22:33+00:00,158,37,2,"El kirchnerismo, verdaderos genocidas económicos, sociales y educativos. Son unas lacra. Lo peor de la historia democrática #KirchnerismoNuncaMas",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664261148890263552
2023-06-01 08:00:02+00:00,23,7,0,Hoy a las 13:00 hs. estaré con @marialauratv  en #MásNoticias por @lanacionmas https://t.co/FTPmElaKsv,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664225285011546114
2023-05-31 22:09:27+00:00,45,12,1,"Comparto mi participación de hoy en el programa #SoloUnaVueltaMás con @diegosehinkman por @todonoticias

🔴 Nota Completa ⤵️
https://t.co/Ke8JHpPMJs",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664076658251292673
2023-05-31 21:54:14+00:00,1995,483,8,"Wado de Pedro nos quiere vender que es un extraterrestre de la política, cuando es el Ministro del Interior de un gobierno que ha hambreado al país, generando miseria, droga, inseguridad, etc. https://t.co/DXjE2ISDP9",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664072829493452801
2023-05-31 17:37:30+00:00,29,7,0,Congreso Maizar 2023 🌱 Participé en el panel “La mirada de los políticos en un año electoral”. @maizararg https://t.co/1ZWSd8Q8sF,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664008219654488064
2023-05-31 17:16:48+00:00,9,2,0,"Comparto mi participación en #LaEntrevistaVertical con @diegoschurman por @Continental590

🎙️Nota Completa ⤵️
https://t.co/bHha72acEZ",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664003013365620737
2023-05-31 17:07:31+00:00,260,58,6,"Cortar calles e impedir que las empresas desarrollen su laburo, poniendo en riesgo la fuente de trabajo de los trabajadores, es delito. Es cárcel o bala.
Al pobre tipo que quiere transitar, los prepotentes le impiden hacer eso, y yo lo que quiero es que se aplique la ley. https://t.co/YTs4SpSyEx",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1664000677515755522
2023-05-31 09:07:59+00:00,44,15,0,Hoy a las 20:15 hs. estaré con @diegosehinkman en #SoloUnaVueltaMás por @todonoticias https://t.co/CTZekxYwkJ,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663879995654041600
2023-05-31 08:19:59+00:00,183,50,3,"TUCUMÁN 👋🏻 Les presento “La Argentina Deseada” el viernes a las 19 hs. en la Facultad de Derecho y Ciencias Sociales (UNT) - 25 de Mayo 474. ¡Nos vemos!

Entradas sin cargo ⬇️
https://t.co/84lZeK1wCh https://t.co/0S3RrN40cI",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663867917128065024
2023-05-30 23:57:38+00:00,19,3,0,"Comparto mi participación de hoy en el programa @eldiariodeleuco con @alfleuco por @lanacionmas

🔴 Nota Completa⤵️
https://t.co/9I6DNSzNb4",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663741498012180480
2023-05-30 23:17:34+00:00,257,49,4,"El Presidente es un indigno y es el representante del kirchnerismo, lo peor que le pasó a la Argentina. En octubre tenemos la posibilidad de elegir #KirchnerismoNuncaMás https://t.co/fWbZGeAhLi",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663731413022015490
2023-05-30 21:12:23+00:00,123,26,1,"El desastre, el pescado podrido de la sustitución de importaciones que nos han vendido históricamente un grupo de empresarios mafiosos y corruptos. No hay desarrollo sin libertad de comercio...de importar lo que quieras a precio internacional.",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663699910430973952
2023-05-30 17:18:39+00:00,1170,235,10,"Dan asco. Tanto argentinos como venezolanos la están pasando mal como nunca en sus vidas. Muchos se mueren de hambre, las empresas y los jóvenes huyen... Disfruten sus últimos cafecitos con aroma a sangre de sus muertos. Les queda poco tiempo. Están de salida.",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663641088333053955
2023-05-30 14:46:00+00:00,956,171,11,"“Espert: El kirchnerismo ha sido lo peor que le pasó a la 🇦🇷 en democracia”. | @latercera 

Link ➡️ https://t.co/xS9olzJQDD https://t.co/cq51ym6vVG",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663602676372758529
2023-05-30 10:49:01+00:00,56,16,1,Hoy a las 22:00 hs. estaré con @alfleuco en @eldiariodeleuco por @lanacionmas https://t.co/QwkvSclrPC,Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663543035387592705
2023-05-29 14:03:25+00:00,1746,297,34,"Soy liberal, defiendo TODO tipo de elección y percepción de género pero esto es una joda de mal gusto en un país donde hay chicos que se mueren de hambre. Es una megamoratoria para cualquier persona que se quiera jubilar a partir de los 40 años solo por percibirse de de un género diferente del asignado al nacer. Basta de curros. Esto es choreo al buen empleado público, a los pobres y a los contribuyentes.",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663229568877051913
2023-05-29 11:25:34+00:00,299,33,3,"Hago llegar al Ejército Argentino y a todos sus integrantes, desplegados en cada rincón de nuestra patria, un afectuoso saludo y mis respetos por su constante dedicación, sentido de pertenencia e inquebrantable voluntad de servicio en la defensa de nuestra querida nación argentina. Feliz día y ¡Viva la Patria!",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663189846171475968
2023-05-29 08:45:28+00:00,71,21,0,"Nos vemos el 31/05 a las 10:30 hs. en el Congreso Maizar 2023 🌱

Inscripción sin cargo - obligatoria ⤵️
https://t.co/lG8F1DWeRy https://t.co/zVEycOFtVU",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663149556085735428
2023-05-29 00:11:18+00:00,20,3,0,"Comparto mi participación en el programa #ComunidadDeNegocios con @josedel_rio por @lanacionmas

🔴 Nota Completa ⤵️
https://t.co/ZiJ8sj4S43",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663020162994556928
2023-05-29 00:08:22+00:00,232,29,2,"Felicitaciones al Partido Popular y a @IdiazAyuso por su triunfo. Celebro la tenacidad y convicción con la que propagan las ideas que funcionan, las ideas de la libertad y el sentido común.",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663019422867398659
2023-05-29 00:02:38+00:00,249,46,12,"Cuando sea Presidente con @AvanzaLibertad_ , vamos a hacer todas las transformaciones necesarias para que no vuelva nunca más el kirchnerismo #KirchnerismoNuncaMás https://t.co/CWa0r555JE",Espert,LLA,jlespert,https://twitter.com/jlespert/status/1663017981050253320
2023-06-04 22:17:03+00:00,679,84,3,"Cuando iba al colegio desafie a los del otro curso a un partido de futbol, y como se dieron cuenta que iban a perder propusieron gente de otro colegio en su equipo. Por supuesto, que el objetivo era que nosotros nos quejemos y no jugar.

Larreta esta haciendo lo mismo.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1665528123834630146
2023-06-04 22:03:48+00:00,363,44,1,"Gracias @juntoscambioar 

Ultimamente @CheNetflix esta medio flojo y no sabia que ver, me estan salvando. https://t.co/H8rs9pFENK",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1665524790067593217
2023-06-04 12:57:16+00:00,502,89,6,https://t.co/GAPoPQsTbh,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1665387251696582656
2023-06-03 13:25:20+00:00,5923,712,68,"Es increíble esto, pero si ganas más de $506.000 (USD1.000), pagas Impuesto a las Ganancias. Están completamente locos.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1665031927550681089
2023-06-03 13:22:44+00:00,179,37,1,https://t.co/oFDO3utmif,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1665031271628644352
2023-06-02 14:35:16+00:00,1762,406,11,"Larreta es posiblemente el político más mentiroso de todos. En 2014, en Animales Sueltos, dijo que el campo no generaba valor agregado ni trabajos de calidad. Pero lo peor de todo es que apoya la candidatuar de Martín Lousteau, el creador de la 125 que casi destruye al campo.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664687137956954125
2023-06-02 12:04:37+00:00,563,98,1,"No lo va a hacer, no está dispuesto a pagar el costo político de eso. Para modificar la dinámica laboral, tenes que modificar por completo la ley de trabajo, quedarte a mitad de camino no sirve.

Larreta es muy tibio, misma razón por la que no va a terminar con la inseguridad.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664649224657461248
2023-06-02 11:29:08+00:00,781,182,3,"Gracias a todos los que nos acompañaron ayer. Cada día qué pasa seguimos demostrando la fuerza y el peso que el liberalismo tiene en el país.

Este año tenemos la oportunidad de cambiar el futuro de CABA y Argentina. Merecemos algo mejor. Hagámoslo posible #LaLibertadAvanza 🇦🇷 https://t.co/x3JK6AxVqs",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664640293067530240
2023-06-02 10:11:52+00:00,2037,415,11,"Kirchneristas que lloraban el dólar a $30 durante el gobierno de Macri, ahora están viajando por Disney con un dólar a $490. Hagan lo que quieran con su plata, pero dejen de estar llorando miserias cuando reciben un sobre todos los meses por militar este gobierno.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664620848857202690
2023-06-02 08:25:31+00:00,148,9,0,Buen viernes para todos ☕️💯,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664594085208899585
2023-06-01 20:22:02+00:00,1118,113,7,LA VICTORIA ES INEVITABLE 🇦🇷💯,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664412016583344131
2023-06-01 17:12:32+00:00,4194,1213,42,"""No hay hospitales, no tenemos pediatras, comemos polenta nada mas, los chicos no aprenden nada en el colegio, los hacen pasar de grado"".

La voz de todo un pueblo representada en esta mujer. Se le acabo la joda al Kirchnerismo, los vamos a sacar. 
 https://t.co/bARhNVFK1v",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664364327615315968
2023-06-01 16:23:54+00:00,1913,260,10,Llegó el momento de terminar con el Kirchnerismo 🇦🇷 https://t.co/nqhjyIX3kz,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664352087164035072
2023-06-01 15:18:41+00:00,323,61,1,"Estimados, hoy a las 17:30hs, vamos a estar con el equipo de La Libertad Avanza en la esquina de Av. Corrientes y Florida. Te quiero invitar a que vengas a la actividad, nos conozcamos y te sumes a trabajar para que CABA sea la ciudad más liberal de América Latina 🇦🇷💯 https://t.co/ivNoPYQuug",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664335675372478467
2023-06-01 14:26:07+00:00,533,106,1,"8 años gobernando el distrito con mayor presupuesto del país y lo único que hiciste fue subir  impuestos ¿hasta cuándo vas a seguir mintiendo?

Es imposible reducir los impuestos si tu forma de gobernar se basa en tener un Estado GIGANTE.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664322447728951303
2023-06-01 13:51:17+00:00,1775,416,17,"No hay NINGÚN político que genere lo mismo que genera Javier Milei en el pueblo. Podrán entregar dinero, podrán regalar cosas, podrán prometer el cielo, pero nunca van a ser halagados por haber enseñado y abierto los ojos a millones de personas.
https://t.co/iTgoXxJD0Y",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664313680295493633
2023-06-01 12:08:32+00:00,398,117,1,Saludos para @SergioMassa que proyectaba estar por debajo del 3% mensual para esta altura. Otra prueba más de que el Kirchnerismo no puede gestionar ni un club de barrio. https://t.co/5Xb5HWIkEF,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664287822562353153
2023-06-01 10:44:14+00:00,1020,231,8,"Otra política propuesta por el liberalismo, específicamente por @JMilei ¿no es más fácil votarnos y acompañarnos que copiar nuestras propuestas? https://t.co/duMQlJmhSG",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664266608481816579
2023-06-01 07:46:22+00:00,146,5,0,Buen jueves para todos ☕️💯,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664221846986715137
2023-05-31 17:25:21+00:00,682,189,4,"Gobernó durante 8 años el distrito con mayor presupuesto del país y no hizo más que subir impuestos y complicarle la vida a los ciudadanos. Hoy CABA es el segundo distrinto con mayor carga de IIBB.

¿Cómo le da la cara para decir que el Estado ya no va a asfixiar a trabajadores? https://t.co/ElkFqN9IJx",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1664005162032156676
2023-05-31 16:23:52+00:00,901,107,11,¿Cuáles son los 10 puntos principales del Plan Integral de Larreta?,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663989690846814209
2023-05-31 15:33:56+00:00,133,7,0,Cerruti debe estar sufriendo de jet-stress.,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663977124552687628
2023-05-31 14:51:07+00:00,1867,324,7,"¿Gobernó durante 8 años y faltando solo 2 meses para las elecciones baja impuestos? Ay Larreta, que asustado estás, se nota que no podes competir contra Milei.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663966351050850309
2023-05-31 13:14:59+00:00,367,43,6,Téngase presente. https://t.co/NgBm7s3lSU,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663942156963201024
2023-05-31 12:38:01+00:00,2645,242,16,Macri vota a Milei 🇦🇷💯 https://t.co/ACD9xh9BFZ,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663932855511121920
2023-05-31 11:46:32+00:00,562,186,7,"La ineficiencia política y las leyes que defienden a criminales lo pagan todos los días las familias que se ven expuestas a estos hechos.

Basta de Zaffaronismo, es hora de combatir a los criminales con MANO DURA y condenas más fuertes.
 https://t.co/BU0XdOJGvu",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663919899503108104
2023-05-31 11:01:03+00:00,2641,504,24,"El operativo periodístico ya no se basa solo en pegarle a @JMilei, ahora también en endulzar la imagen de Wado de Pedro. Ya lo hicieron en 2019 con Alberto Fernández y así terminamos ¿acaso no aprenden más? https://t.co/urwLvRLAuU",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663908451532128260
2023-05-31 09:13:49+00:00,563,137,6,"No importa cuando leas esto: la Ley de Alquileres que JxC prometió derogar, sigue vigente y complicándole la vida a millones de personas.

Cómo van a ser tan inútiles de crear esta ley, no puedo creerlo sinceramente 🤦🏼‍♂️ https://t.co/zNF5dZCmPT",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663881466709696512
2023-05-31 08:34:36+00:00,126,8,0,Buen miércoles para todos ☕️💯,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663871597986435074
2023-05-30 16:17:44+00:00,223,29,1,https://t.co/IPTLMUm6CQ,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663625761092141056
2023-05-30 15:39:27+00:00,621,80,10,"Completamente destruido el Kirchnerismo 👋🏻
https://t.co/GHGGO3wHcX",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663616123873402882
2023-05-30 14:53:49+00:00,28,2,0,@AyelenMazzina @EriLaporte @PaulinaCaldern @MarceCortiellas @luciacirmi_ @CeciGomezMirada 12.000.000 de mujeres menstrúan.,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663604641366409219
2023-05-30 14:51:29+00:00,2916,347,2,https://t.co/BApC8RFx7U,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663604053383823361
2023-05-30 14:19:18+00:00,725,214,3,"Es imposible seguir viviendo así, las calles están tomadas por los delincuentes y los políticos no hacen nada. Es hora de tomar acciones fuertes, que los criminales y delincuentes paguen tras las rejas y que los policias tengan la capacidad de actuar.
https://t.co/Hd0Vw76rO9",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663595953398349840
2023-05-30 12:09:59+00:00,678,92,3,¿Los demás políticos cuándo muestran su equipo? 🤔,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663563411685539841
2023-05-30 11:27:20+00:00,1440,196,3,"BIENVENIDA @DianaMondino a @LLibertadAvanza 

Sos una gran representante de la libertad en el mundo de la economia, en el empresarial y de los medios

Con tu elegancia discursiva y elocuencia twittera sos una gran incorporacion para nuestro espacio.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663552678037970949
2023-05-30 11:22:04+00:00,940,156,6,"Es difícil, pero @gabicerru es sin duda la peor funcionaria pública del Kirchnerismo. Vive en su visión paralela de la realidad, donde el 60% de los chicos no son pobres y donde la plata sobra.

Es increíble que esta mujer sea la vocera presidencial 🤷🏼‍♂️ https://t.co/HYhjtUFDGJ",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663551354554691588
2023-05-30 10:22:07+00:00,344,78,0,"8 años gobernando, solo 60 taser. No lo hace por la seguridad de los ciudadanos, las encuestas lo posicionaron como un político muy blando contra la inseguridad, por eso la desesperación por cambiar su imagen.

Durante el 2022 imposibilitaron su uso, raro que ahora lo aprueben 🤡",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663536265902407680
2023-05-30 09:27:08+00:00,273,63,4,"¿Se dan cuenta por qué hay que dolarizar? Para evitar cosas cómo estas 💸

Mientras los políticos tengan el control de la máquina de crear billetes, la economía argentina nunca va a mejorar. https://t.co/w82EfLPBfq",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663522428767674368
2023-05-30 08:12:34+00:00,164,7,0,Buen martes para todos ☕️💯,Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663503662482595841
2023-05-29 22:17:05+00:00,94,18,0,"NUEVO DISEÑO DE LAS PLACAS QUE SACA LARRETA

Nos debes estar costando el salario anual de 5000 policias",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663353805121912834
2023-05-29 21:40:37+00:00,469,98,11,"En base a este gráfico ¿a qué clase social pertenecen?

Observaciones: la base de la pirámide (clase baja) no para de crecer, mientras la punta (clase alta) es cada vez más chica. Este es el resultado de repetir durante décadas las mismas políticas que solo saben generar pobres. https://t.co/kC7JXvSHM0",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663344628366442499
2023-05-29 19:55:59+00:00,1083,221,17,"Es increible lo que hace Twitter, ya en el 2021 tuvimos diferencias x la cantidad de cuentas que le bajaban a dirigentes de nuestro espacio. Nunca nos supieron explicar el xq.

Espero que @elonmusk tome conocimiento de lo que hicieron con la cuenta de @JMilei.",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663318294655320065
2023-05-29 15:03:20+00:00,374,61,1,"Éxito Kirchnerista, fracaso total 💸🔥 https://t.co/gIWUHKnDxp",Marra,LLA,RAMIROMARRA,https://twitter.com/RAMIROMARRA/status/1663244649404694539
